name,energy,dose,z,y
c06_E100.0_D8.0,100.0,8.0,44.6631,-5.9571
c06_E100.0_D8.0,100.0,8.0,51.5574,-4.3942
c06_E100.0_D8.0,100.0,8.0,51.8022,-4.2707
c06_E100.0_D8.0,100.0,8.0,53.3838,-3.8861
c06_E100.0_D8.0,100.0,8.0,57.6241,-2.6409
c06_E100.0_D8.0,100.0,8.0,61.4165,-1.8416
c06_E100.0_D8.0,100.0,8.0,63.5829,-1.2023
c06_E100.0_D8.0,100.0,8.0,65.5108,-0.9241
c06_E100.0_D8.0,100.0,8.0,69.9866,-0.4647
c06_E100.0_D8.0,100.0,8.0,71.4613,-0.1541
c06_E100.0_D8.0,100.0,8.0,74.3744,-0.0272
c06_E100.0_D8.0,100.0,8.0,74.8413,-0.0515
c06_E100.0_D8.0,100.0,8.0,76.0728,-0.0528
c06_E100.0_D8.0,100.0,8.0,76.2260,0.0599
c06_E100.0_D8.0,100.0,8.0,79.3192,0.0988
c06_E100.0_D8.0,100.0,8.0,80.2221,0.0798
c06_E100.0_D8.0,100.0,8.0,81.0635,0.0724
c06_E100.0_D8.0,100.0,8.0,91.2765,0.0489
c06_E100.0_D8.0,100.0,8.0,91.4316,0.1834
c06_E100.0_D8.0,100.0,8.0,91.4500,0.0506
c06_E100.0_D8.0,100.0,8.0,100.9641,0.2027
c06_E100.0_D8.0,100.0,8.0,101.0985,0.0118
c06_E100.0_D8.0,100.0,8.0,103.1581,0.2355
c06_E100.0_D8.0,100.0,8.0,104.5601,0.0976
c06_E100.0_D8.0,100.0,8.0,105.8973,0.2851
c06_E100.0_D8.0,100.0,8.0,112.0581,-0.1079
c06_E100.0_D8.0,100.0,8.0,115.2802,0.3308
c06_E100.0_D8.0,100.0,8.0,117.8616,0.1269
c06_E100.0_D8.0,100.0,8.0,119.5107,0.1285
c06_E100.0_D8.0,100.0,8.0,124.1825,0.0482
c06_E100.0_D8.0,100.0,8.0,125.3081,-0.0070
c06_E100.0_D8.0,100.0,8.0,128.1202,0.0221
c06_E100.0_D8.0,100.0,8.0,128.5175,-0.0959
c06_E100.0_D8.0,100.0,8.0,130.4875,-0.0346
c06_E100.0_D8.0,100.0,8.0,133.0998,0.0560
c06_E100.0_D8.0,100.0,8.0,138.6104,-0.0488
c06_E100.0_D8.0,100.0,8.0,139.6277,0.1346
c06_E100.0_D8.0,100.0,8.0,140.8671,0.0418
c06_E100.0_D8.0,100.0,8.0,142.4322,0.0289
c06_E100.0_D8.0,100.0,8.0,146.2712,-0.0180
c06_E100.0_D8.0,100.0,8.0,147.3741,0.1861
c06_E100.0_D8.0,100.0,8.0,148.3536,-0.2569
c06_E100.0_D8.0,100.0,8.0,148.4054,-0.0581
c06_E100.0_D8.0,100.0,8.0,152.4380,-0.0606
c06_E100.0_D8.0,100.0,8.0,155.4510,0.0367
c06_E100.0_D8.0,100.0,8.0,157.9245,0.1341
c06_E100.0_D8.0,100.0,8.0,158.9812,0.0148
c06_E100.0_D8.0,100.0,8.0,159.3469,0.0106
c06_E100.0_D8.0,100.0,8.0,161.9682,0.0829
c06_E100.0_D8.0,100.0,8.0,167.1990,0.0576
c06_E100.0_D8.0,100.0,8.0,167.8881,0.0182
c06_E100.0_D8.0,100.0,8.0,170.4484,-0.0036
c06_E100.0_D8.0,100.0,8.0,180.7762,0.0689
c06_E100.0_D8.0,100.0,8.0,180.9484,0.0625
c06_E100.0_D8.0,100.0,8.0,181.8514,-0.0437
c06_E100.0_D8.0,100.0,8.0,183.0377,0.1205
c06_E100.0_D8.0,100.0,8.0,184.2891,-0.0727
c06_E100.0_D8.0,100.0,8.0,186.0209,0.1815
c06_E100.0_D8.0,100.0,8.0,186.2041,0.0031
c06_E100.0_D8.0,100.0,8.0,193.5630,-0.1485
c06_E100.0_D8.0,100.0,8.0,194.8697,0.0804
c06_E100.0_D8.0,100.0,8.0,195.3092,-0.0670
c06_E100.0_D8.0,100.0,8.0,196.6054,-0.1157
c06_E100.0_D8.0,100.0,8.0,198.0505,-0.0872
c07_E100.0_D8.4,100.0,8.4,0.0000,3.0422
c07_E100.0_D8.4,100.0,8.4,6.6162,2.0181
c07_E100.0_D8.4,100.0,8.4,9.7367,1.1274
c07_E100.0_D8.4,100.0,8.4,10.2492,0.9859
c07_E100.0_D8.4,100.0,8.4,13.2444,0.2070
c07_E100.0_D8.4,100.0,8.4,13.7772,0.0363
c07_E100.0_D8.4,100.0,8.4,14.2000,-0.0736
c07_E100.0_D8.4,100.0,8.4,16.8585,-1.1560
c07_E100.0_D8.4,100.0,8.4,17.3730,-1.1499
c07_E100.0_D8.4,100.0,8.4,20.3114,-2.1419
c07_E100.0_D8.4,100.0,8.4,25.3633,-3.9758
c07_E100.0_D8.4,100.0,8.4,25.5000,-3.9038
c07_E100.0_D8.4,100.0,8.4,25.9437,-4.1113
c07_E100.0_D8.4,100.0,8.4,30.8280,-5.5673
c07_E100.0_D8.4,100.0,8.4,33.3368,-6.2471
c07_E100.0_D8.4,100.0,8.4,34.9190,-6.3796
c07_E100.0_D8.4,100.0,8.4,35.1700,-6.5066
c07_E100.0_D8.4,100.0,8.4,35.5546,-6.3937
c07_E100.0_D8.4,100.0,8.4,45.5117,-6.0264
c07_E100.0_D8.4,100.0,8.4,46.0522,-5.8179
c07_E100.0_D8.4,100.0,8.4,46.1084,-5.8938
c07_E100.0_D8.4,100.0,8.4,46.9670,-5.6885
c07_E100.0_D8.4,100.0,8.4,47.9115,-5.5392
c07_E100.0_D8.4,100.0,8.4,54.2125,-3.5851
c07_E100.0_D8.4,100.0,8.4,55.4128,-3.2835
c07_E100.0_D8.4,100.0,8.4,60.3137,-2.0111
c07_E100.0_D8.4,100.0,8.4,62.3842,-1.5652
c07_E100.0_D8.4,100.0,8.4,62.7180,-1.5711
c07_E100.0_D8.4,100.0,8.4,67.1398,-0.8719
c07_E100.0_D8.4,100.0,8.4,68.2314,-0.7377
c07_E100.0_D8.4,100.0,8.4,71.6318,-0.3149
c07_E100.0_D8.4,100.0,8.4,74.2085,0.1057
c07_E100.0_D8.4,100.0,8.4,76.5746,-0.0686
c07_E100.0_D8.4,100.0,8.4,84.5734,0.0977
c07_E100.0_D8.4,100.0,8.4,86.6113,-0.0143
c07_E100.0_D8.4,100.0,8.4,87.0244,0.0715
c07_E100.0_D8.4,100.0,8.4,88.4653,0.0730
c07_E100.0_D8.4,100.0,8.4,90.8375,0.1251
c07_E100.0_D8.4,100.0,8.4,91.4098,-0.0103
c07_E100.0_D8.4,100.0,8.4,93.7316,-0.0375
c07_E100.0_D8.4,100.0,8.4,95.4164,0.0570
c07_E100.0_D8.4,100.0,8.4,95.5427,0.1488
c07_E100.0_D8.4,100.0,8.4,100.8771,0.1133
c07_E100.0_D8.4,100.0,8.4,101.2758,0.2101
c07_E100.0_D8.4,100.0,8.4,101.6950,0.2227
c07_E100.0_D8.4,100.0,8.4,109.3524,0.0330
c07_E100.0_D8.4,100.0,8.4,110.3486,0.0624
c07_E100.0_D8.4,100.0,8.4,113.8933,0.1386
c07_E100.0_D8.4,100.0,8.4,114.2331,0.1232
c07_E100.0_D8.4,100.0,8.4,117.9280,-0.0008
c07_E100.0_D8.4,100.0,8.4,120.6509,0.0980
c07_E100.0_D8.4,100.0,8.4,126.2742,0.0716
c07_E100.0_D8.4,100.0,8.4,127.7606,0.1735
c07_E100.0_D8.4,100.0,8.4,128.4917,0.2191
c07_E100.0_D8.4,100.0,8.4,129.3688,0.0850
c07_E100.0_D8.4,100.0,8.4,130.7683,0.0728
c07_E100.0_D8.4,100.0,8.4,137.1375,-0.0021
c07_E100.0_D8.4,100.0,8.4,138.0550,0.0306
c07_E100.0_D8.4,100.0,8.4,142.4248,0.2289
c07_E100.0_D8.4,100.0,8.4,143.5319,0.0107
c07_E100.0_D8.4,100.0,8.4,143.9282,0.0100
c07_E100.0_D8.4,100.0,8.4,147.5340,0.1323
c07_E100.0_D8.4,100.0,8.4,147.9639,0.0387
c07_E100.0_D8.4,100.0,8.4,149.4210,0.1534
c07_E100.0_D8.4,100.0,8.4,156.1762,0.0247
c07_E100.0_D8.4,100.0,8.4,156.5635,0.0074
c07_E100.0_D8.4,100.0,8.4,158.2685,-0.0638
c07_E100.0_D8.4,100.0,8.4,158.9570,0.0525
c07_E100.0_D8.4,100.0,8.4,160.2188,-0.0959
c07_E100.0_D8.4,100.0,8.4,160.2188,-0.0308
c07_E100.0_D8.4,100.0,8.4,162.2715,-0.0659
c07_E100.0_D8.4,100.0,8.4,163.3854,-0.0006
c07_E100.0_D8.4,100.0,8.4,165.7551,0.1172
c07_E100.0_D8.4,100.0,8.4,169.4128,-0.0393
c07_E100.0_D8.4,100.0,8.4,171.0354,0.0755
c07_E100.0_D8.4,100.0,8.4,172.3531,0.0010
c07_E100.0_D8.4,100.0,8.4,175.0204,-0.1482
c07_E100.0_D8.4,100.0,8.4,178.4292,-0.0941
c07_E100.0_D8.4,100.0,8.4,179.1061,-0.0685
c07_E100.0_D8.4,100.0,8.4,180.0328,0.0038
c07_E100.0_D8.4,100.0,8.4,185.9035,-0.0399
c07_E100.0_D8.4,100.0,8.4,188.0613,0.1316
c07_E100.0_D8.4,100.0,8.4,195.8915,-0.0245
c07_E100.0_D8.4,100.0,8.4,197.4572,0.0021
c07_E100.0_D8.4,100.0,8.4,198.3371,0.0288
c08_E100.0_D8.8,100.0,8.8,1.6809,2.8614
c08_E100.0_D8.8,100.0,8.8,5.5821,2.1690
c08_E100.0_D8.8,100.0,8.8,6.9666,1.9384
c08_E100.0_D8.8,100.0,8.8,12.2794,0.4988
c08_E100.0_D8.8,100.0,8.8,15.2867,-0.3386
c08_E100.0_D8.8,100.0,8.8,17.6203,-1.2204
c08_E100.0_D8.8,100.0,8.8,18.5647,-1.6561
c08_E100.0_D8.8,100.0,8.8,19.0256,-1.7673
c08_E100.0_D8.8,100.0,8.8,19.1311,-1.7155
c08_E100.0_D8.8,100.0,8.8,22.4375,-2.8850
c08_E100.0_D8.8,100.0,8.8,22.7570,-2.9685
c08_E100.0_D8.8,100.0,8.8,27.2492,-4.5169
c08_E100.0_D8.8,100.0,8.8,32.0641,-6.1117
c08_E100.0_D8.8,100.0,8.8,34.6153,-6.3662
c08_E100.0_D8.8,100.0,8.8,37.1754,-6.6218
c08_E100.0_D8.8,100.0,8.8,39.8552,-6.6951
c08_E100.0_D8.8,100.0,8.8,40.2685,-6.7715
c08_E100.0_D8.8,100.0,8.8,41.0899,-6.6407
c08_E100.0_D8.8,100.0,8.8,43.0617,-6.3397
c08_E100.0_D8.8,100.0,8.8,43.9301,-6.3141
c08_E100.0_D8.8,100.0,8.8,47.6984,-5.3919
c08_E100.0_D8.8,100.0,8.8,55.6293,-3.2881
c08_E100.0_D8.8,100.0,8.8,57.7151,-2.6373
c08_E100.0_D8.8,100.0,8.8,62.2012,-1.5774
c08_E100.0_D8.8,100.0,8.8,63.1935,-1.5870
c08_E100.0_D8.8,100.0,8.8,64.1626,-1.0192
c08_E100.0_D8.8,100.0,8.8,66.7130,-0.7725
c08_E100.0_D8.8,100.0,8.8,66.7548,-0.7824
c08_E100.0_D8.8,100.0,8.8,75.6072,-0.0229
c08_E100.0_D8.8,100.0,8.8,76.7445,0.0244
c08_E100.0_D8.8,100.0,8.8,79.0801,0.0385
c08_E100.0_D8.8,100.0,8.8,79.3378,0.0854
c08_E100.0_D8.8,100.0,8.8,79.3934,0.1780
c08_E100.0_D8.8,100.0,8.8,82.9978,0.0556
c08_E100.0_D8.8,100.0,8.8,83.1602,0.1583
c08_E100.0_D8.8,100.0,8.8,84.7691,-0.0483
c08_E100.0_D8.8,100.0,8.8,84.7893,0.0955
c08_E100.0_D8.8,100.0,8.8,89.0510,0.1515
c08_E100.0_D8.8,100.0,8.8,90.0236,-0.0267
c08_E100.0_D8.8,100.0,8.8,92.8789,0.1123
c08_E100.0_D8.8,100.0,8.8,94.9921,0.0452
c08_E100.0_D8.8,100.0,8.8,98.3321,0.0985
c08_E100.0_D8.8,100.0,8.8,99.3210,-0.0062
c08_E100.0_D8.8,100.0,8.8,103.3231,0.1801
c08_E100.0_D8.8,100.0,8.8,106.7429,0.1063
c08_E100.0_D8.8,100.0,8.8,106.9049,0.0400
c08_E100.0_D8.8,100.0,8.8,107.5667,0.0889
c08_E100.0_D8.8,100.0,8.8,111.8936,0.1998
c08_E100.0_D8.8,100.0,8.8,113.2949,-0.0363
c08_E100.0_D8.8,100.0,8.8,114.9121,-0.1398
c08_E100.0_D8.8,100.0,8.8,115.7887,0.1007
c08_E100.0_D8.8,100.0,8.8,115.8317,-0.0653
c08_E100.0_D8.8,100.0,8.8,115.9226,-0.0167
c08_E100.0_D8.8,100.0,8.8,119.8586,0.2109
c08_E100.0_D8.8,100.0,8.8,121.8636,0.1684
c08_E100.0_D8.8,100.0,8.8,124.5248,0.2571
c08_E100.0_D8.8,100.0,8.8,125.7983,0.0692
c08_E100.0_D8.8,100.0,8.8,129.1773,0.0209
c08_E100.0_D8.8,100.0,8.8,132.1652,-0.0052
c08_E100.0_D8.8,100.0,8.8,138.3628,-0.0026
c08_E100.0_D8.8,100.0,8.8,138.6252,-0.0901
c08_E100.0_D8.8,100.0,8.8,139.2385,0.1181
c08_E100.0_D8.8,100.0,8.8,141.7958,0.1018
c08_E100.0_D8.8,100.0,8.8,143.5594,0.0671
c08_E100.0_D8.8,100.0,8.8,147.8625,0.1748
c08_E100.0_D8.8,100.0,8.8,148.8334,0.1471
c08_E100.0_D8.8,100.0,8.8,151.7648,0.0682
c08_E100.0_D8.8,100.0,8.8,152.2680,0.1104
c08_E100.0_D8.8,100.0,8.8,158.1853,0.0833
c08_E100.0_D8.8,100.0,8.8,160.5266,-0.0583
c08_E100.0_D8.8,100.0,8.8,161.3000,-0.0194
c08_E100.0_D8.8,100.0,8.8,167.6387,-0.0791
c08_E100.0_D8.8,100.0,8.8,170.3347,0.0327
c08_E100.0_D8.8,100.0,8.8,172.3935,-0.0133
c08_E100.0_D8.8,100.0,8.8,175.5319,0.0891
c08_E100.0_D8.8,100.0,8.8,179.4981,-0.0318
c08_E100.0_D8.8,100.0,8.8,180.1732,0.0419
c08_E100.0_D8.8,100.0,8.8,182.8653,0.1035
c08_E100.0_D8.8,100.0,8.8,185.9592,0.1194
c08_E100.0_D8.8,100.0,8.8,186.1932,0.1015
c08_E100.0_D8.8,100.0,8.8,192.5344,0.0337
c08_E100.0_D8.8,100.0,8.8,193.0429,0.0674
c08_E100.0_D8.8,100.0,8.8,195.5408,-0.0508
c08_E100.0_D8.8,100.0,8.8,196.1163,-0.1300
c08_E100.0_D8.8,100.0,8.8,200.0000,0.0251
c08_E100.0_D8.8,100.0,8.8,200.0000,0.1898
c09_E100.0_D9.2,100.0,9.2,0.0000,3.0107
c09_E100.0_D9.2,100.0,9.2,5.9034,2.0278
c09_E100.0_D9.2,100.0,9.2,7.5956,1.6060
c09_E100.0_D9.2,100.0,9.2,8.5921,1.4583
c09_E100.0_D9.2,100.0,9.2,14.6832,-0.3775
c09_E100.0_D9.2,100.0,9.2,15.5259,-0.4615
c09_E100.0_D9.2,100.0,9.2,18.2769,-1.3852
c09_E100.0_D9.2,100.0,9.2,18.6710,-1.6875
c09_E100.0_D9.2,100.0,9.2,21.6893,-2.6064
c09_E100.0_D9.2,100.0,9.2,22.9559,-3.2102
c09_E100.0_D9.2,100.0,9.2,27.1882,-4.8033
c09_E100.0_D9.2,100.0,9.2,30.8038,-5.7607
c09_E100.0_D9.2,100.0,9.2,32.2384,-6.0741
c09_E100.0_D9.2,100.0,9.2,35.4696,-6.6989
c09_E100.0_D9.2,100.0,9.2,38.8607,-6.8667
c09_E100.0_D9.2,100.0,9.2,40.0553,-6.8634
c09_E100.0_D9.2,100.0,9.2,41.5764,-6.6849
c09_E100.0_D9.2,100.0,9.2,42.5393,-6.5448
c09_E100.0_D9.2,100.0,9.2,45.8535,-5.8257
c09_E100.0_D9.2,100.0,9.2,50.6126,-4.5515
c09_E100.0_D9.2,100.0,9.2,51.5884,-4.5702
c09_E100.0_D9.2,100.0,9.2,57.6288,-2.6183
c09_E100.0_D9.2,100.0,9.2,57.6714,-2.7752
c09_E100.0_D9.2,100.0,9.2,59.1552,-2.5289
c09_E100.0_D9.2,100.0,9.2,63.4682,-1.4342
c09_E100.0_D9.2,100.0,9.2,64.8285,-0.9832
c09_E100.0_D9.2,100.0,9.2,66.9078,-0.7849
c09_E100.0_D9.2,100.0,9.2,69.0484,-0.4690
c09_E100.0_D9.2,100.0,9.2,70.0452,-0.4618
c09_E100.0_D9.2,100.0,9.2,75.7526,0.0460
c09_E100.0_D9.2,100.0,9.2,76.5403,0.0951
c09_E100.0_D9.2,100.0,9.2,80.4724,0.0196
c09_E100.0_D9.2,100.0,9.2,81.9189,-0.0082
c09_E100.0_D9.2,100.0,9.2,83.6776,0.2422
c09_E100.0_D9.2,100.0,9.2,84.7446,0.2645
c09_E100.0_D9.2,100.0,9.2,84.9472,0.2229
c09_E100.0_D9.2,100.0,9.2,85.5088,-0.0563
c09_E100.0_D9.2,100.0,9.2,93.6336,0.4714
c09_E100.0_D9.2,100.0,9.2,95.6311,0.0059
c09_E100.0_D9.2,100.0,9.2,96.8926,0.0271
c09_E100.0_D9.2,100.0,9.2,97.3019,0.1199
c09_E100.0_D9.2,100.0,9.2,97.5717,0.0894
c09_E100.0_D9.2,100.0,9.2,99.4975,-0.0001
c09_E100.0_D9.2,100.0,9.2,103.8529,0.0759
c09_E100.0_D9.2,100.0,9.2,105.6080,0.0820
c09_E100.0_D9.2,100.0,9.2,105.9802,0.1828
c09_E100.0_D9.2,100.0,9.2,109.4829,0.1269
c09_E100.0_D9.2,100.0,9.2,109.7734,-0.1089
c09_E100.0_D9.2,100.0,9.2,119.7572,0.0337
c09_E100.0_D9.2,100.0,9.2,125.9936,-0.0439
c09_E100.0_D9.2,100.0,9.2,127.3588,0.1219
c09_E100.0_D9.2,100.0,9.2,129.8609,-0.0465
c09_E100.0_D9.2,100.0,9.2,134.0686,-0.0291
c09_E100.0_D9.2,100.0,9.2,134.3772,-0.0325
c09_E100.0_D9.2,100.0,9.2,136.1619,0.1086
c09_E100.0_D9.2,100.0,9.2,144.1427,0.1330
c09_E100.0_D9.2,100.0,9.2,146.4925,0.1584
c09_E100.0_D9.2,100.0,9.2,147.9878,-0.0761
c09_E100.0_D9.2,100.0,9.2,151.6683,0.1556
c09_E100.0_D9.2,100.0,9.2,152.8801,-0.0983
c09_E100.0_D9.2,100.0,9.2,153.7796,0.0551
c09_E100.0_D9.2,100.0,9.2,161.7274,-0.0800
c09_E100.0_D9.2,100.0,9.2,167.1199,0.0310
c09_E100.0_D9.2,100.0,9.2,168.5660,-0.1120
c09_E100.0_D9.2,100.0,9.2,171.6659,0.0065
c09_E100.0_D9.2,100.0,9.2,171.7316,-0.0148
c09_E100.0_D9.2,100.0,9.2,171.9709,-0.0845
c09_E100.0_D9.2,100.0,9.2,177.0214,0.0001
c09_E100.0_D9.2,100.0,9.2,183.9653,-0.0022
c09_E100.0_D9.2,100.0,9.2,185.6848,-0.0526
c09_E100.0_D9.2,100.0,9.2,186.9348,0.1056
c09_E100.0_D9.2,100.0,9.2,188.0958,-0.0181
c09_E100.0_D9.2,100.0,9.2,189.2380,-0.0950
c09_E100.0_D9.2,100.0,9.2,189.7869,-0.1302
c09_E100.0_D9.2,100.0,9.2,190.6142,0.0451
c10_E100.0_D9.6,100.0,9.6,0.0000,3.1924
c10_E100.0_D9.6,100.0,9.6,0.0000,3.0690
c10_E100.0_D9.6,100.0,9.6,5.6727,2.0383
c10_E100.0_D9.6,100.0,9.6,6.0132,2.0137
c10_E100.0_D9.6,100.0,9.6,8.4701,1.4831
c10_E100.0_D9.6,100.0,9.6,8.9811,1.3819
c10_E100.0_D9.6,100.0,9.6,9.6975,1.1466
c10_E100.0_D9.6,100.0,9.6,14.7487,-0.3012
c10_E100.0_D9.6,100.0,9.6,17.2711,-1.0789
c10_E100.0_D9.6,100.0,9.6,18.3973,-1.6691
c10_E100.0_D9.6,100.0,9.6,20.9669,-2.6199
c10_E100.0_D9.6,100.0,9.6,21.8013,-2.7392
c10_E100.0_D9.6,100.0,9.6,24.6611,-3.8535
c10_E100.0_D9.6,100.0,9.6,25.6212,-4.2982
c10_E100.0_D9.6,100.0,9.6,27.1947,-4.7612
c10_E100.0_D9.6,100.0,9.6,32.9540,-6.2100
c10_E100.0_D9.6,100.0,9.6,34.6705,-6.7566
c10_E100.0_D9.6,100.0,9.6,37.5646,-6.8697
c10_E100.0_D9.6,100.0,9.6,39.6727,-6.7877
c10_E100.0_D9.6,100.0,9.6,39.7942,-6.9902
c10_E100.0_D9.6,100.0,9.6,46.1339,-5.8961
c10_E100.0_D9.6,100.0,9.6,46.4137,-5.7903
c10_E100.0_D9.6,100.0,9.6,50.7598,-4.7435
c10_E100.0_D9.6,100.0,9.6,56.4867,-3.1436
c10_E100.0_D9.6,100.0,9.6,58.1238,-2.5497
c10_E100.0_D9.6,100.0,9.6,58.4652,-2.4946
c10_E100.0_D9.6,100.0,9.6,65.7338,-0.9215
c10_E100.0_D9.6,100.0,9.6,65.8866,-1.0180
c10_E100.0_D9.6,100.0,9.6,66.5093,-0.9516
c10_E100.0_D9.6,100.0,9.6,68.8931,-0.4728
c10_E100.0_D9.6,100.0,9.6,70.2700,-0.3893
c10_E100.0_D9.6,100.0,9.6,76.5818,0.1160
c10_E100.0_D9.6,100.0,9.6,76.5942,-0.0579
c10_E100.0_D9.6,100.0,9.6,76.9757,-0.2251
c10_E100.0_D9.6,100.0,9.6,80.5823,0.0008
c10_E100.0_D9.6,100.0,9.6,85.9833,0.2022
c10_E100.0_D9.6,100.0,9.6,86.7515,0.1582
c10_E100.0_D9.6,100.0,9.6,95.8064,0.1859
c10_E100.0_D9.6,100.0,9.6,98.0311,0.0226
c10_E100.0_D9.6,100.0,9.6,98.3074,0.0899
c10_E100.0_D9.6,100.0,9.6,99.5982,0.2711
c10_E100.0_D9.6,100.0,9.6,101.0191,-0.0004
c10_E100.0_D9.6,100.0,9.6,105.2245,-0.0099
c10_E100.0_D9.6,100.0,9.6,111.4248,0.1197
c10_E100.0_D9.6,100.0,9.6,113.0854,0.2101
c10_E100.0_D9.6,100.0,9.6,116.3495,0.1371
c10_E100.0_D9.6,100.0,9.6,116.5722,0.0791
c10_E100.0_D9.6,100.0,9.6,118.0391,0.1287
c10_E100.0_D9.6,100.0,9.6,122.5443,-0.0325
c10_E100.0_D9.6,100.0,9.6,125.0340,0.2645
c10_E100.0_D9.6,100.0,9.6,127.4289,0.2044
c10_E100.0_D9.6,100.0,9.6,132.0583,0.1356
c10_E100.0_D9.6,100.0,9.6,132.3853,0.1406
c10_E100.0_D9.6,100.0,9.6,137.2093,0.0978
c10_E100.0_D9.6,100.0,9.6,141.2294,0.0438
c10_E100.0_D9.6,100.0,9.6,142.0646,-0.0586
c10_E100.0_D9.6,100.0,9.6,143.3628,-0.1182
c10_E100.0_D9.6,100.0,9.6,143.5899,0.0294
c10_E100.0_D9.6,100.0,9.6,152.2604,-0.0124
c10_E100.0_D9.6,100.0,9.6,155.2868,-0.0519
c10_E100.0_D9.6,100.0,9.6,157.2760,0.0470
c10_E100.0_D9.6,100.0,9.6,157.6753,0.0406
c10_E100.0_D9.6,100.0,9.6,158.3546,0.0013
c10_E100.0_D9.6,100.0,9.6,163.3731,0.0245
c10_E100.0_D9.6,100.0,9.6,167.6115,-0.0865
c10_E100.0_D9.6,100.0,9.6,170.1889,0.2122
c10_E100.0_D9.6,100.0,9.6,172.0782,0.0716
c10_E100.0_D9.6,100.0,9.6,172.9052,-0.1248
c10_E100.0_D9.6,100.0,9.6,176.0036,0.1034
c10_E100.0_D9.6,100.0,9.6,176.8402,0.0212
c10_E100.0_D9.6,100.0,9.6,179.3037,0.0080
c10_E100.0_D9.6,100.0,9.6,184.4423,-0.1404
c10_E100.0_D9.6,100.0,9.6,186.1608,-0.0544
c10_E100.0_D9.6,100.0,9.6,187.9089,0.0875
c10_E100.0_D9.6,100.0,9.6,189.1634,-0.0428
c10_E100.0_D9.6,100.0,9.6,198.3330,-0.2667
c10_E100.0_D9.6,100.0,9.6,198.6971,0.1218
c10_E100.0_D9.6,100.0,9.6,199.0178,-0.1371
c10_E100.0_D9.6,100.0,9.6,200.0000,-0.1280
c11_E100.0_D10.0,100.0,10.0,0.0000,3.0094
c11_E100.0_D10.0,100.0,10.0,0.0000,2.9563
c11_E100.0_D10.0,100.0,10.0,0.0000,3.1272
c11_E100.0_D10.0,100.0,10.0,5.2081,2.2685
c11_E100.0_D10.0,100.0,10.0,8.1194,1.5100
c11_E100.0_D10.0,100.0,10.0,11.1067,0.7395
c11_E100.0_D10.0,100.0,10.0,13.8487,-0.1517
c11_E100.0_D10.0,100.0,10.0,16.8558,-0.9433
c11_E100.0_D10.0,100.0,10.0,22.1974,-3.0373
c11_E100.0_D10.0,100.0,10.0,22.2654,-3.0436
c11_E100.0_D10.0,100.0,10.0,24.1275,-3.7891
c11_E100.0_D10.0,100.0,10.0,29.3886,-5.6197
c11_E100.0_D10.0,100.0,10.0,29.7556,-5.7686
c11_E100.0_D10.0,100.0,10.0,32.4629,-6.4442
c11_E100.0_D10.0,100.0,10.0,36.8049,-7.1078
c11_E100.0_D10.0,100.0,10.0,41.7554,-6.9558
c11_E100.0_D10.0,100.0,10.0,45.4482,-6.5255
c11_E100.0_D10.0,100.0,10.0,46.0939,-6.0204
c11_E100.0_D10.0,100.0,10.0,49.8293,-5.0729
c11_E100.0_D10.0,100.0,10.0,50.7022,-4.6380
c11_E100.0_D10.0,100.0,10.0,53.4259,-3.8979
c11_E100.0_D10.0,100.0,10.0,55.7750,-3.3728
c11_E100.0_D10.0,100.0,10.0,58.5411,-2.6602
c11_E100.0_D10.0,100.0,10.0,60.7208,-2.0005
c11_E100.0_D10.0,100.0,10.0,65.8885,-1.0794
c11_E100.0_D10.0,100.0,10.0,66.7621,-0.9185
c11_E100.0_D10.0,100.0,10.0,66.7872,-0.8642
c11_E100.0_D10.0,100.0,10.0,67.0572,-0.8794
c11_E100.0_D10.0,100.0,10.0,68.4698,-0.5357
c11_E100.0_D10.0,100.0,10.0,74.8139,0.0758
c11_E100.0_D10.0,100.0,10.0,77.5562,-0.0287
c11_E100.0_D10.0,100.0,10.0,78.4413,0.0961
c11_E100.0_D10.0,100.0,10.0,80.3342,0.0958
c11_E100.0_D10.0,100.0,10.0,81.0238,0.0885
c11_E100.0_D10.0,100.0,10.0,82.0470,0.0928
c11_E100.0_D10.0,100.0,10.0,82.7275,0.0832
c11_E100.0_D10.0,100.0,10.0,89.1193,0.2835
c11_E100.0_D10.0,100.0,10.0,94.9314,0.1071
c11_E100.0_D10.0,100.0,10.0,95.0804,0.2420
c11_E100.0_D10.0,100.0,10.0,96.8505,0.1988
c11_E100.0_D10.0,100.0,10.0,97.8227,0.2077
c11_E100.0_D10.0,100.0,10.0,99.3065,0.0834
c11_E100.0_D10.0,100.0,10.0,105.9122,0.1782
c11_E100.0_D10.0,100.0,10.0,107.8262,0.1316
c11_E100.0_D10.0,100.0,10.0,113.5907,0.0923
c11_E100.0_D10.0,100.0,10.0,115.5296,0.1367
c11_E100.0_D10.0,100.0,10.0,115.7354,0.0725
c11_E100.0_D10.0,100.0,10.0,116.1312,0.1815
c11_E100.0_D10.0,100.0,10.0,124.8559,-0.0178
c11_E100.0_D10.0,100.0,10.0,129.5030,-0.1767
c11_E100.0_D10.0,100.0,10.0,130.2235,0.1504
c11_E100.0_D10.0,100.0,10.0,135.6411,0.0296
c11_E100.0_D10.0,100.0,10.0,136.1404,0.2574
c11_E100.0_D10.0,100.0,10.0,138.4593,0.0470
